Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Alternative Organism Name],Characteristics [GBIF Taxonomy],Characteristics [Open Tree Taxonomy],Characteristics [Specimen Description],Characteristics [Basis of Record],Characteristics [Voucher Specimen],Experimental Condition [Collector],Experimental Condition [Collection Date],Experimental Condition [Identified By],Characteristics [Geodetic Datum],Characteristics [Latitude],Characteristics [Longitude],Characteristics [Elevation],Characteristics [Coordinate Precision],Experimental Condition [Microscope],Experimental Condition [Microscope Instrument],Experimental Condition [Microscope Contrast Method],Experimental Condition [Microscope Magnification],Experimental Condition [Microscope Objective],Comment [Image File],Comment [Multi-Focus Image Fusion Stack],Comment [Image Stitching Stack],Comment [Image Description],Phenotype,Phenotype Term Name,Phenotype Term Accession
Lunularia cruciata,IMG_2081-2125 Lunularia cruciata female plant stature ventral side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature ventral side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2081-2125 Lunularia cruciata female plant stature ventral side (Laowa 3.5x),IMG_1856-2170 Lunularia cruciata Habitus (A),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2126-2170 Lunularia cruciata female plant stature ventral side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature ventral side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2126-2170 Lunularia cruciata female plant stature ventral side (Laowa 3.5x),IMG_1856-2170 Lunularia cruciata Habitus (A),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2171-2215 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2171-2215 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2171-2395 Lunularia cruciata Habitus (3),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2216-2260 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2216-2260 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2171-2395 Lunularia cruciata Habitus (3),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2261-2305 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2261-2305 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2171-2395 Lunularia cruciata Habitus (3),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2306-2350 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2306-2350 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2171-2395 Lunularia cruciata Habitus (3),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2351-2395 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2351-2395 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2171-2395 Lunularia cruciata Habitus (3),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2396-2440 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2396-2440 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2396-2575 Lunularia cruciata Habitus (4-2),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2441-2485 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2441-2485 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2396-2575 Lunularia cruciata Habitus (4-2),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2486-2530 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2486-2530 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2396-2575 Lunularia cruciata Habitus (4-2),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2531-2575 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2531-2575 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2396-2575 Lunularia cruciata Habitus (4-2),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2576-2620 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2576-2620 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2576-2755 Lunularia cruciata Habitus (A),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2621-2665 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2621-2665 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2576-2755 Lunularia cruciata Habitus (A),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2666-2710 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2666-2710 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2576-2755 Lunularia cruciata Habitus (A),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2711-2755 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2711-2755 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2576-2755 Lunularia cruciata Habitus (A),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2756-2800 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2756-2800 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2756-3025 Lunularia cruciata Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2801-2845 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2801-2845 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2756-3025 Lunularia cruciata Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2846-2890 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2846-2890 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2756-3025 Lunularia cruciata Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2891-2935 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2891-2935 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2756-3025 Lunularia cruciata Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2936-2980 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2936-2980 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2756-3025 Lunularia cruciata Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_2981-3025 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,female plant stature dorsal side,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,Laowa 3.5x,,Raw,IMG_2981-3025 Lunularia cruciata female plant stature dorsal side (Laowa 3.5x),IMG_2756-3025 Lunularia cruciata Habitus (Laowa 2.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3026-3100 Lunularia cruciata gemmae (20x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,20x,,Raw,IMG_3026-3100 Lunularia cruciata gemmae (20x),IMG_3026-3100 Lunularia cruciata Brutbecher (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3101-3175 Lunularia cruciata gemmae (20x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,20x,,Raw,IMG_3101-3175 Lunularia cruciata gemmae (20x),IMG_3101-3175 Lunularia cruciata Brutbecher (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3176-3250 Lunularia cruciata gemmae (20x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,20x,,Raw,IMG_3176-3250 Lunularia cruciata gemmae (20x),IMG_3176-3250 Lunularia cruciata weibliche Pflanze Thallusende mit female receptacle (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3252-3326 Lunularia cruciata gemmae (20x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,20x,,Raw,IMG_3252-3326 Lunularia cruciata gemmae (20x),IMG_3252-3326 Lunularia cruciata weibliche Pflanze Habitus Oberseite (Laowa 3.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3327-3426 Lunularia cruciata gemmae margin (40x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae margin,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,40x,,Raw,IMG_3327-3426 Lunularia cruciata gemmae margin (40x),IMG_3327-3426 Lunularia cruciata weibliche Pflanze Habitus Oberseite (Laowa 3.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3427-3526 Lunularia cruciata gemmae margin (40x DIC).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae margin,Preserved Specimen,Peters-2021-42,,,,,,,,,,,DIC,40x,,Raw,IMG_3427-3526 Lunularia cruciata gemmae margin (40x DIC),IMG_3427-3526 Lunularia cruciata weibliche Pflanze Habitus Oberseite (Laowa 3.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3527-3626 Lunularia cruciata gemmae margin (40x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae margin,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,40x,,Raw,IMG_3527-3626 Lunularia cruciata gemmae margin (40x),IMG_3527-3626 Lunularia cruciata weibliche Pflanze Habitus Oberseite (Laowa 3.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3627-3681 Lunularia cruciata ventral scales (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,ventral scales,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_3627-3681 Lunularia cruciata ventral scales (5x),IMG_3627-3681 Lunularia cruciata weibliche Pflanze Habitus Unterseite (Laowa 3.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3682-3736 Lunularia cruciata ventral scales (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,ventral scales,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_3682-3736 Lunularia cruciata ventral scales (5x),IMG_3682-3736 Lunularia cruciata weibliche Pflanze Habitus Unterseite (Laowa 3.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3737-3791 Lunularia cruciata ventral scales (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,ventral scales,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_3737-3791 Lunularia cruciata ventral scales (5x),IMG_3737-3791 Lunularia cruciata weibliche Pflanze Habitus Unterseite (Laowa 3.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3792-3891 Lunularia cruciata ventral scales anterior view (40x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,ventral scales anterior view,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,40x,,Raw,IMG_3792-3891 Lunularia cruciata ventral scales anterior view (40x),IMG_3792-3891 Lunularia cruciata weibliche Pflanze Habitus Unterseite (Laowa 3.5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3892-3991 Lunularia cruciata ventral scales anterior view (40x DIC).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,ventral scales anterior view,Preserved Specimen,Peters-2021-42,,,,,,,,,,,DIC,40x,,Raw,IMG_3892-3991 Lunularia cruciata ventral scales anterior view (40x DIC),IMG_3892-3991 Lunularia cruciata Brutgemmen (20x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_3992-4046 Lunularia cruciata gemmae cup margin (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae cup margin,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_3992-4046 Lunularia cruciata gemmae cup margin (5x),IMG_3992-4046 Lunularia cruciata Brutgemmen (20x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4047-4101 Lunularia cruciata gemmae cup margin (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae cup margin,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_4047-4101 Lunularia cruciata gemmae cup margin (5x),IMG_4047-4101 Lunularia cruciata Brutgemmen Rand (40x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4102-4201 Lunularia cruciata gemmae cup margin (20x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,gemmae cup margin,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,20x,,Raw,IMG_4102-4201 Lunularia cruciata gemmae cup margin (20x),IMG_4102-4201 Lunularia cruciata Brutgemmen Rand (40x DIC),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4202-4251 Lunularia cruciata thallus cross section (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_4202-4251 Lunularia cruciata thallus cross section (5x),IMG_4202-4301 Lunularia cruciata Brutgemmen Rand (40x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4252-4301 Lunularia cruciata thallus cross section (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_4252-4301 Lunularia cruciata thallus cross section (5x),IMG_4202-4301 Lunularia cruciata Brutgemmen Rand (40x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4302-4351 Lunularia cruciata thallus cross section (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_4302-4351 Lunularia cruciata thallus cross section (5x),IMG_4302-4451 Lunularia cruciata Bauchschuppen (5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4352-4401 Lunularia cruciata thallus cross section (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_4352-4401 Lunularia cruciata thallus cross section (5x),IMG_4302-4451 Lunularia cruciata Bauchschuppen (5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4402-4451 Lunularia cruciata thallus cross section (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_4402-4451 Lunularia cruciata thallus cross section (5x),IMG_4302-4451 Lunularia cruciata Bauchschuppen (5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4452-4551 Lunularia cruciata thallus with air pore cross section (40x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,40x,,Raw,IMG_4452-4551 Lunularia cruciata thallus with air pore cross section (40x),IMG_4452-4551 Lunularia cruciata Bauchschuppen (5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4552-4651 Lunularia cruciata thallus with air pore cross section (40x DIC).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,DIC,40x,,Raw,IMG_4552-4651 Lunularia cruciata thallus with air pore cross section (40x DIC),IMG_4552-4651 Lunularia cruciata Bauchschuppen Aufsicht (40x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4652-4751 Lunularia cruciata thallus with air pore cross section (40x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,40x,,Raw,IMG_4652-4751 Lunularia cruciata thallus with air pore cross section (40x),IMG_4652-4751 Lunularia cruciata Bauchschuppen Aufsicht (40x DIC),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4752-4851 Lunularia cruciata thallus with air pore cross section (40x DIC).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,DIC,40x,,Raw,IMG_4752-4851 Lunularia cruciata thallus with air pore cross section (40x DIC),IMG_4752-4851 Lunularia cruciata Brutbecher Rand (5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4852-4906 Lunularia cruciata thallus cross section (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_4852-4906 Lunularia cruciata thallus cross section (5x),IMG_4852-5016 Lunularia cruciata Brutbecher Rand (20x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4907-4961 Lunularia cruciata thallus cross section (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_4907-4961 Lunularia cruciata thallus cross section (5x),IMG_4852-5016 Lunularia cruciata Brutbecher Rand (20x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_4962-5016 Lunularia cruciata thallus cross section (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_4962-5016 Lunularia cruciata thallus cross section (5x),IMG_4852-5016 Lunularia cruciata Brutbecher Rand (20x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_5017-5071 Lunularia cruciata thallus cross section (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_5017-5071 Lunularia cruciata thallus cross section (5x),IMG_5017-5126 Lunularia cruciata Thallus Querschnitt (5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_5072-5126 Lunularia cruciata thallus cross section (5x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,5x,,Raw,IMG_5072-5126 Lunularia cruciata thallus cross section (5x),IMG_5017-5126 Lunularia cruciata Thallus Querschnitt (5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_5127-5226 Lunularia cruciata thallus with air pore cross section (40x).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,,40x,,Raw,IMG_5127-5226 Lunularia cruciata thallus with air pore cross section (40x),IMG_5127-5226 Lunularia cruciata Thallus Querschnitt (5x),,round cell,round cell phenotype,CMPO_0000118
Lunularia cruciata,IMG_5227-5326 Lunularia cruciata thallus with air pore cross section (40x DIC).ome.tiff,Lunularia cruciata,NCBI Taxon,NCBI_56931,Lunularia cruciata (L.) Dumort. ex Lindb.,GBIF:5286308,GBIF:5286308,thallus with air pore cross section,Preserved Specimen,Peters-2021-42,,,,,,,,,,,DIC,40x,,Raw,IMG_5227-5326 Lunularia cruciata thallus with air pore cross section (40x DIC),IMG_5328-5183 Lunularia cruciata Thallus mit Atempore Querschnitt (40x),,round cell,round cell phenotype,CMPO_0000118
