Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Alternative Organism Name],Characteristics [GBIF Taxonomy],Characteristics [Open Tree Taxonomy],Characteristics [Specimen Description],Characteristics [Basis of Record],Characteristics [Voucher Specimen],Experimental Condition [Collector],Experimental Condition [Collection Date],Experimental Condition [Identified By],Characteristics [Geodetic Datum],Characteristics [Latitude],Characteristics [Longitude],Characteristics [Elevation],Characteristics [Coordinate Precision],Experimental Condition [Microscope],Experimental Condition [Microscope Instrument],Experimental Condition [Microscope Contrast Method],Experimental Condition [Microscope Magnification],Experimental Condition [Microscope Objective],Comment [Image File],Comment [Multi-Focus Image Fusion Stack],Comment [Image Stitching Stack],Comment [Image Description],Phenotype,Phenotype Term Name,Phenotype Term Accession
Riccia sorocarpa,IMG_4956-5005 Riccia sorocarpa thallus cross section (10x).ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,thallus cross section,Preserved Specimen,Peters-2021-25,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_4956-5005 Riccia sorocarpa thallus cross section (10x),IMG_4956-5005 Riccia sorocarpa Thallus Querschnitt (10x),,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa,IMG_5006-5105 Riccia sorocarpa thallus with archegonium cross section (20x).ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,thallus with archegonium cross section,Preserved Specimen,Peters-2021-25,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_5006-5105 Riccia sorocarpa thallus with archegonium cross section (20x),IMG_5006-5105 Riccia sorocarpa Thallus mit Archegonium Querschnitt (20x),,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa,IMG_5106-5205 Riccia sorocarpa thallus with archegonium cross section (40x).ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,thallus with archegonium cross section,Preserved Specimen,Peters-2021-25,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_5106-5205 Riccia sorocarpa thallus with archegonium cross section (40x),IMG_5106-5205 Riccia sorocarpa Thallus mit Archegonium Querschnitt (40x),,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa_stature.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,stature,Preserved Specimen,Peters-2021-25,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,,5.0x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa_spores.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,spores,Preserved Specimen,Peters-2021-25,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,,Preserved Specimen,Peters-2021-26,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,,5.0x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa_thallus_cross_section.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,thallus cross section,Preserved Specimen,Peters-2021-25,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa_thallus_epidermis_anterior_view.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,thallus epidermis anterior view,Preserved Specimen,Peters-2021-25,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa_thallus_epidermis_cross_section.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,thallus epidermis cross section,Preserved Specimen,Peters-2021-25,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa_thallus_archegonium_cross_section.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,thallus archegonium cross section,Preserved Specimen,Peters-2021-26,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,Apochromat,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa_stature_ventral_side.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,stature ventral side,Preserved Specimen,Peters-2021-25,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,,5.0x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa_stature_dorsal_side.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,stature dorsal side,Preserved Specimen,Peters-2021-25,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,,5.0x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa_voucher_specimen1.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,voucher specimen,Preserved Specimen,Peters-2021-25,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,,,,,,Processed,,,NCBI specimen voucher,round cell,round cell phenotype,CMPO_0000118
Riccia sorocarpa Processed,riccia_sorocarpa_voucher_specimen2.ome.tiff,Riccia sorocarpa,NCBI Taxon,NCBI_122646,Riccia sorocarpa Bisch.,GBIF:5286296,GBIF:5286296,voucher specimen,Preserved Specimen,Peters-2021-25,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,,,,,,Processed,,,NCBI specimen voucher,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0002 Riccia warnstorfii voucher specimen.ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,voucher specimen,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,,,Raw,IMG_0002 Riccia warnstorfii voucher specimen,IMG_0002 Riccia warnstorfii Herbarbeleg (3),NCBI specimen voucher,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0006-0055 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0006-0055 Riccia warnstorfii stature (Laowa 5.0x),IMG_0006-0205 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0056-0105 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0056-0105 Riccia warnstorfii stature (Laowa 5.0x),IMG_0006-0205 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0106-0155 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0106-0155 Riccia warnstorfii stature (Laowa 5.0x),IMG_0006-0205 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0156-0205 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0156-0205 Riccia warnstorfii stature (Laowa 5.0x),IMG_0006-0205 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0206-0255 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0206-0255 Riccia warnstorfii stature (Laowa 5.0x),IMG_0206-0655 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0256-0305 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0256-0305 Riccia warnstorfii stature (Laowa 5.0x),IMG_0206-0655 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0306-0355 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0306-0355 Riccia warnstorfii stature (Laowa 5.0x),IMG_0206-0655 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0356-0405 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0356-0405 Riccia warnstorfii stature (Laowa 5.0x),IMG_0206-0655 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0406-0455 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0406-0455 Riccia warnstorfii stature (Laowa 5.0x),IMG_0206-0655 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0456-0505 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0456-0505 Riccia warnstorfii stature (Laowa 5.0x),IMG_0206-0655 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0506-0555 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0506-0555 Riccia warnstorfii stature (Laowa 5.0x),IMG_0206-0655 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0556-0605 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0556-0605 Riccia warnstorfii stature (Laowa 5.0x),IMG_0206-0655 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0606-0655 Riccia warnstorfii stature (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0606-0655 Riccia warnstorfii stature (Laowa 5.0x),IMG_0206-0655 Riccia warnstorfii Habitus (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0658-0702 Riccia warnstorfii stature dorsal side (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature dorsal side,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0658-0702 Riccia warnstorfii stature dorsal side (Laowa 5.0x),IMG_0658-0742 Riccia warnstorfii Habitus Unterseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0703-0742 Riccia warnstorfii stature dorsal side (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature dorsal side,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0703-0742 Riccia warnstorfii stature dorsal side (Laowa 5.0x),IMG_0658-0742 Riccia warnstorfii Habitus Unterseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0743-0782 Riccia warnstorfii stature ventral side (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature ventral side,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0743-0782 Riccia warnstorfii stature ventral side (Laowa 5.0x),IMG_0743-0822 Riccia warnstorfii Habitus Oberseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0783-0822 Riccia warnstorfii stature ventral side (Laowa 5.0x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature ventral side,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,Laowa 5.0x,,Raw,IMG_0783-0822 Riccia warnstorfii stature ventral side (Laowa 5.0x),IMG_0743-0822 Riccia warnstorfii Habitus Oberseite (Laowa 5.0x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0823-0872 Riccia warnstorfii thallus cross section (10x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_0823-0872 Riccia warnstorfii thallus cross section (10x),IMG_0823-0872 Riccia warnstorfii Thallus Querschnitt (10x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0873-0922 Riccia warnstorfii thallus cross section (10x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_0873-0922 Riccia warnstorfii thallus cross section (10x),IMG_0873-0922 Riccia warnstorfii Thallus Querschnitt (10x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0923-0972 Riccia warnstorfii thallus cross section (10x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_0923-0972 Riccia warnstorfii thallus cross section (10x),IMG_0923-0972 Riccia warnstorfii Thallus Querschnitt (10x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_0973-1022 Riccia warnstorfii thallus cross section (10x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_0973-1022 Riccia warnstorfii thallus cross section (10x),IMG_0973-1022 Riccia warnstorfii Thallus Querschnitt (10x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1023-1072 Riccia warnstorfii thallus cross section (10x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_1023-1072 Riccia warnstorfii thallus cross section (10x),IMG_1023-1072 Riccia warnstorfii Thallus Querschnitt (10x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1073-1122 Riccia warnstorfii thallus cross section (10x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_1073-1122 Riccia warnstorfii thallus cross section (10x),IMG_1073-1172 Riccia warnstorfii Thallus Querschnitt (10x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1123-1172 Riccia warnstorfii thallus cross section (10x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_1123-1172 Riccia warnstorfii thallus cross section (10x),IMG_1073-1172 Riccia warnstorfii Thallus Querschnitt (10x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1173-1272 Riccia warnstorfii spores (40x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,spores,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1173-1272 Riccia warnstorfii spores (40x),IMG_1173-1272 Riccia warnstorfii Sporen (40x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1273-1397 Riccia warnstorfii spores (40x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,spores,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1273-1397 Riccia warnstorfii spores (40x),IMG_1273-1397 Riccia warnstorfii Sporen (40x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1398-1522 Riccia warnstorfii spores (40x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,spores,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1398-1522 Riccia warnstorfii spores (40x),IMG_1398-1522 Riccia warnstorfii Sporen (40x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1523-1572 Riccia warnstorfii thallus cross section (10x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_1523-1572 Riccia warnstorfii thallus cross section (10x),IMG_1523-1572 Riccia warnstorfii Thallus Querschnitt (10x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1573-1622 Riccia warnstorfii thallus cross section (10x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_1573-1622 Riccia warnstorfii thallus cross section (10x),IMG_1573-1622 Riccia warnstorfii Thallus Querschnitt (10x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1623-1722 Riccia warnstorfii thallus with epidermis cross section (40x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus with epidermis cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1623-1722 Riccia warnstorfii thallus with epidermis cross section (40x),IMG_1623-1722 Riccia warnstorfii Thallus mit Epidermis Querschnitt (40x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1723-1822 Riccia warnstorfii thallus with epidermis cross section (40x DIC).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,thallus with epidermis cross section,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_1723-1822 Riccia warnstorfii thallus with epidermis cross section (40x DIC),IMG_1723-1822 Riccia warnstorfii Thallus mit Epidermis Querschnitt (40x DIC),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii,IMG_1823-1952 Riccia warnstorfii spores (40x).ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,spores,Preserved Specimen,Peters-2021-27,,,,,,,,,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1823-1952 Riccia warnstorfii spores (40x),IMG_1823-1952 Riccia warnstorfii Sporen (40x),,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii Processed,riccia_warnstorfii_stature.ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature,Preserved Specimen,Peters-2021-27,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,,5.0x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii Processed,riccia_warnstorfii_stature_ventral_side.ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature ventral side,Preserved Specimen,Peters-2021-27,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,,5.0x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii Processed,riccia_warnstorfii_stature_dorsal_side.ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,stature dorsal side,Preserved Specimen,Peters-2021-27,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,Microscopy Imaging,Zeiss Axio Scope.A1,,5.0x,Laowa,Processed,,,,round cell,round cell phenotype,CMPO_0000118
Riccia warnstorfii Processed,riccia_warnstorfii_voucher_specimen.ome.tiff,Riccia warnstorfii,NCBI Taxon,,Riccia warnstorfii Limpr. ex Warnst.,GBIF:5931123,GBIF:5931123,voucher specimen,Preserved Specimen,Peters-2021-27,Uwe Schwarz,13/09/2021,Kristian Peters,WGS84,48°38'17.79'',9°15'12.27'',376,10,,,,,,Processed,,,NCBI specimen voucher,round cell,round cell phenotype,CMPO_0000118
